145;258
500;792
48;532
421;274
290;310
189;176
55;788
307;482
159;697
256;444
144;109
384;562
4;70
25;709
214;297
208;511
479;668
294;763
257;437
463;718
355;6
329;139
359;540
289;119
199;637
83;724
457;217
264;130
7;633
352;593
174;461
88;444
96;362
145;742
440;77
105;788
234;281
286;632
213;125
42;197
54;362
231;281
50;749
455;566
167;664
295;174
26;286
321;302
299;543
52;624
350;433
209;733
467;222
232;79
406;53
272;503
426;162
125;476
32;766
187;147
413;191
257;555
267;347
22;672
166;162
440;415
309;341
46;591
385;4
187;388
140;255
345;239
142;744
293;737
398;198
244;605
396;369
443;478
483;459
452;136
400;282
482;702
143;101
480;444
500;328
203;682
285;172
177;132
349;795
39;599
199;5
426;776
45;113
310;767
245;164
323;747
342;539
134;639
271;183
76;155
306;479
39;744
433;93
44;703
246;231
186;639
378;444
274;430
38;53
203;151
100;170
285;624
77;590
26;230
379;579
499;549
442;83
45;283
269;275
159;258
315;278
500;327
398;130
363;345
479;427
356;4
238;31
497;11
196;57
465;461
300;701
54;697
168;83
335;623
444;312
439;588
339;398
494;694
388;314
321;572
426;196
111;770
290;798
362;56
347;239
234;660
80;207
481;671
500;347
316;78
51;64
116;719
316;717
238;238
85;218
400;60
396;748
339;402
224;206
13;328
339;65
440;258
383;330
237;289
22;411
397;23
317;602
315;267
437;2
297;633
174;22
178;251
62;114
365;89
275;338
238;99
2;721
434;749
247;406
4;217
315;146
333;75
250;208
305;296
69;349
179;640
52;217
315;82
478;112
38;733
392;705
128;661
71;483
482;532
397;100
237;645
68;397
289;201
281;781
183;683
119;302
442;420
227;197
221;636
455;420
425;658
332;611
392;357
455;733
163;326
189;782
105;48
317;76
94;781
150;9
87;742
390;293
163;567
52;115
342;25
116;707
253;104
21;781
96;84
445;532
490;278
170;315
455;89
293;291
63;767
285;24
306;78
377;763
163;532
390;43
279;557
477;104
148;600
437;291
334;725
240;133
48;619
415;157
198;723
478;128
160;640
88;55
261;683
17;587
264;319
29;102
21;454
488;440
136;256
296;672
182;760
203;743
325;132
190;419
475;370
140;529
14;742
413;467
119;780
215;501
316;81
432;65
319;95
211;718
80;72
229;491
15;592
67;614
187;685
67;798
426;159
29;125
434;416
98;330
357;793
215;143
45;458
388;448
326;3
26;760
67;600
483;133
290;16
98;760
347;402
239;604
11;67
451;676
118;12
491;689
357;553
365;12
72;351
106;259
155;453
17;68
183;535
254;140
79;343
277;434
476;562
473;50
166;638
386;397
402;164
336;619
64;625
1;473
450;625
164;425
203;369
270;569
3;194
234;479
147;65
148;109
181;151
337;165
370;255
427;262
136;166
389;655
455;685
163;343
375;154
147;578
393;568
215;486
332;87
18;372
138;689
466;124
372;411
334;769
48;88
393;185
181;676
101;632
181;560
350;455
18;754
124;737
294;537
233;349
172;213
141;334
367;320
455;635
160;80
201;488
233;308
178;561
42;138
13;226
334;171
409;544
196;288
287;756
272;356
351;25
497;760
33;207
186;783
435;180
345;612
214;375
323;177
176;756
189;237
297;309
278;142
472;68
359;352
287;471
120;139
351;184
430;675
307;228
198;634
270;493
327;88
472;676
83;696
273;40
210;228
36;509
355;97
422;711
358;486
4;503
402;307
484;427
475;200
51;116
27;488
264;505
133;291
284;470
6;544
42;714
490;596
354;161
498;219
361;649
433;225
3;345
275;453
467;210
281;517
121;784
48;569
400;307
465;238
130;587
313;638
222;487
309;704
348;171
417;246
271;676
491;372
462;415
342;596
245;749
46;2
157;507
233;617
387;724
122;734
371;621
57;719
42;380
81;723
468;303
214;520
110;535
476;668
358;16
260;757
306;242
54;298
146;253
13;733
3;409
113;355
269;528
290;221
163;319
300;633
231;448
171;27
55;104
453;797
97;800
436;413
27;551
2;675
32;274
280;377
180;38
432;618
227;321
215;575
12;717
145;187
188;754
311;354
180;415
194;130
414;767
409;705
181;449
160;357
329;659
17;585
428;97
325;641
100;126
61;613
234;155
428;485
94;115
185;500
431;504
471;748
37;494
375;221
439;49
243;62
341;253
223;544
193;48
275;557
112;438
164;222
358;27
439;344
447;184
273;480
139;402
377;287
114;332
63;672
180;21
269;375
43;308
424;93
94;210
102;396
434;568
417;537
37;503
356;135
171;160
425;559
419;433
399;26
453;181
331;16
54;139
51;719
251;38
91;604
365;144
203;90
292;241
303;180
469;653
65;540
361;469
163;531
348;117
151;521
353;29
337;105
463;80
204;556
287;71
401;243
276;144
183;362
284;761
378;64
27;304
318;776
133;649
16;469
458;155
162;427
221;489
293;772
24;103
267;617
45;81
464;402
208;180
443;644
161;158
188;771
197;619
139;196
346;164
328;215
477;441
321;9
68;184
256;43
263;755
396;760
128;652
212;265
238;72
119;659
208;790
49;197
44;400
324;375
343;590
357;8
177;529
382;740
109;152
495;298
378;287
410;8
129;525
371;78
101;228
195;569
161;421
439;233
289;735
179;586
41;669
253;450
291;523
279;217
204;297
381;85
26;787
380;223
242;741
484;74
118;345
103;328
25;6
282;89
5;616
370;32
138;371
155;612
364;458
113;447
160;15
161;164
5;765
448;55
27;44
413;644
256;625
421;752
202;4
199;40
213;435
150;749
389;280
265;642
416;287
169;548
473;261
335;267
84;758
301;332
94;504
140;289
52;357
379;128
128;536
437;494
361;712
229;165
381;278
97;29
51;780
222;446
310;627
58;344
328;766
481;649
371;709
195;512
331;749
344;571
347;347
209;295
270;468
378;441
316;181
419;510
416;94
311;29
212;622
25;707
313;736
140;85
403;366
138;759
217;713
101;234
92;14
275;605
44;755
61;177
32;126
313;239
155;372
234;412
72;130
5;760
315;374
36;570
321;752
31;297
434;160
466;282
350;451
417;682
478;211
462;504
27;351
25;688
146;20
137;746
224;551
311;189
371;3
160;112
378;290
62;545
328;551
253;720
257;348
9;194
437;454
69;37
200;250
288;526
348;734
95;294
12;277
174;351
387;33
204;791
143;85
56;520
30;743
248;635
270;303
478;84
360;327
274;151
344;179
424;4
443;87
12;522
412;321
311;226
213;177
19;611
41;750
245;112
179;294
419;209
45;607
466;524
13;665
65;419
444;223
165;83
40;609
214;371
87;184
134;288
329;211
280;438
268;196
495;793
108;477
222;71
353;82
256;797
313;99
352;474
295;265
317;587
462;143
390;169
136;191
432;235
182;568
50;18
65;616
258;550
394;135
306;414
212;581
415;558
488;194
157;217
239;549
343;10
258;507
130;260
208;202
54;600
226;543
352;778
128;20
136;209
311;789
202;502
219;254
110;348
239;361
171;495
266;647
471;513
156;383
110;58
328;128
238;44
315;753
114;426
298;696
161;743
255;249
73;174
8;593
158;331
257;374
133;415
156;454
498;546
300;657
210;167
13;648
474;6
112;352
479;349
221;614
260;243
293;533
324;151
173;777
97;314
160;772
301;171
334;447
355;707
340;39
264;7
141;524
410;205
41;429
287;602
497;22
77;783
228;768
286;706
365;356
106;471
372;77
491;197
251;485
51;272
111;265
369;766
260;755
19;738
387;248
128;23
204;327
313;204
63;356
146;174
333;319
338;410
271;602
146;489
436;702
486;489
259;16
383;196
114;147
410;99
370;548
286;307
285;64
331;347
295;603
193;431
430;169
360;783
55;490
373;731
389;630
65;364
303;636
193;742
236;276
426;132
70;138
126;121
339;445
76;276
245;623
220;560
347;120
436;569
268;632
305;195
131;592
246;305
37;618
225;768
133;591
199;311
487;143
138;422
270;71
405;336
493;638
92;174
257;72
120;599
289;634
366;479
251;439
119;38
145;169
110;19
27;419
293;338
178;29
343;755
280;42
374;152
489;627
171;402
155;90
273;460
185;313
58;117
397;467
152;378
40;630
