780;05296849394850;1
779;00068647130214;8
778;05296849395383;8
777;00043754000322;5
776;00072806057137;17
775;05296849390104;15
774;00092325333482;5
773;00050300010001;15
772;07311310040598;7
771;09788374371391;8
770;00075140006007;11
769;06901443104512;6
768;00750343807124;6
767;00041390050046;1
766;05296849393167;8
765;05949000502433;1
764;00041498152109;18
763;00036200002186;8
762;00071758201926;1
761;04007817304679;12
760;09310881080741;17
759;00035342700110;7
758;00041498133337;10
757;05296849398872;20
756;00070281000297;15
755;00028400039246;5
754;00071429095236;9
753;00076061480907;11
752;05296849393969;14
751;05296849393617;18
750;00787359103742;1
749;00041196914078;9
748;00615908421453;17
747;00717544103592;7
746;07392754070174;19
745;00078742059716;5
744;00076808516975;11
743;05296849397134;11
742;09780262134729;5
741;08410100025131;17
740;00079400197214;12
739;07310532106549;11
738;00034000053001;4
737;00034700514109;17
736;00038000844966;15
735;00000000948364;2
734;07804616250452;8
733;05013665109389;14
732;00760263000321;1
731;00011110850713;15
730;05296849391880;2
729;00042774150109;16
728;00021908812915;1
727;00709998247847;7
726;00036800365421;17
725;06096849388908;19
724;00000000960700;12
723;00085239020029;12
722;00087300453842;6
721;05296849391552;16
720;05296849391927;19
719;00043000950654;18
718;04010491004100;10
717;05703828020582;11
716;00031200336309;14
715;05296849390098;15
714;00754807411087;5
713;00032251032349;17
712;08888196451729;19
711;04800010961447;20
710;00044935000223;3
709;00051000032348;13
708;00615908421453;8
707;00075725211505;16
706;00014100085782;3
705;00052100090009;2
704;00024126009082;1
703;00041390050046;10
702;00857943002321;17
701;00072273031227;2
700;08076802085851;12
699;05296849390265;1
698;07310865074768;1
697;00030100033196;11
696;04802222039297;5
695;00041351913649;6
694;00017929000233;10
693;00025000048012;16
692;05296849393068;18
691;00052100000428;11
690;00079893411583;1
689;04961310106805;14
688;00184078000008;11
687;00041498152215;6
686;00041390000829;17
685;04518055193548;1
684;07311170031149;17
683;00015000046224;20
682;00041000022531;2
681;00019100187962;9
680;07168278008012;7
679;00897034002618;5
678;00038900004620;19
677;00681131687584;15
676;00787099474263;3
675;00013409234129;2
674;05296849391538;6
673;00022174019794;8
672;00050700092201;5
671;00024463061163;19
670;00016000457058;14
669;00034700000558;20
668;05296849391422;8
667;00076174625110;1
666;00076114304709;17
665;00042000154291;20
664;05296849392221;20
663;05296849398612;9
662;00072138710014;16
661;00872181004319;19
660;09781593540036;11
659;00787099474041;12
658;05296849392047;9
657;00080000006714;2
656;07311631600105;2
655;09501066916348;19
654;00016000461727;19
653;00045100060295;19
652;00074887615305;20
651;00845973070601;13
650;00048121216818;9
649;00044000033606;3
648;00041498191184;9
647;00068647133185;5
646;09780374166854;9
645;05296849398230;18
644;09315825005026;15
643;00050428349441;4
642;00041100703033;10
641;07310100566485;13
640;05296849398537;11
639;04010355371942;7
638;04713009440109;5
637;00030000316849;18
636;09771123881005;15
635;00071429026339;9
634;05296849392078;6
633;00052100002477;18
632;07318690154952;8
631;00000000390392;15
630;06296849389435;20
629;00077890285527;15
628;00072140012939;10
627;00078742372310;4
626;00041220248988;12
625;00750343806813;10
624;09783125799028;19
623;00030000050705;11
622;00021908812915;9
621;00042100054163;15
620;00096619164950;11
619;05015012000318;1
618;08410100025131;15
617;00052100003269;19
616;05425028576125;9
615;00011194327859;16
614;00749826000527;18
613;00000090554230;14
612;00728238886523;17
611;00015100000416;16
610;00011194327552;8
609;00076114330302;10
608;05400141411799;10
607;00028400044042;4
606;00020000414669;4
605;00072486001307;5
604;07392031501100;4
603;00681241054726;19
602;00078742372433;1
601;00787099474393;2
600;00071012041053;14
599;05296849391637;12
598;07892840808174;20
597;00645416947404;11
596;09310080108222;9
595;00041220629152;19
594;00854285010304;4
593;00787099474287;9
592;00050700277950;6
591;00036200219331;3
590;00039400018841;5
589;09781403773999;9
588;07310401033662;2
587;00851709002143;14
586;05296849395093;11
585;04008871208019;8
584;00011110603029;3
583;00000080177173;20
582;09780945564317;14
581;00038900006136;16
580;00000056324419;15
579;05015171080015;5
578;00052100002934;14
577;05601028002110;12
576;09037060131680;11
575;08436545511299;11
574;08902519010124;11
573;00787099483067;9
572;06296849389299;20
571;06096849388915;19
570;00043000053683;20
569;07318690008071;15
568;00041130067105;3
567;00787099473846;12
566;00023494000059;9
565;00041735011701;18
564;00041331090834;12
563;09780545218481;5
562;00028400055970;2
561;00058200006957;13
560;00027000500118;4
559;00632181295199;19
558;00013409351505;7
557;07310867535106;14
556;00000045676543;2
555;08908010900384;14
554;00311917045627;5
553;00838562001766;9
552;00041220248971;12
551;00000000923064;5
550;00020662001931;14
549;07311041065006;18
548;00887089900113;12
547;09780596101992;15
546;07310090367161;13
545;00014500001863;2
544;00040100007295;1
543;00068647133246;9
542;09780307887894;3
541;00011110840592;9
540;00041791701028;18
539;00073210000115;15
538;00011194296452;13
537;00787099474386;7
536;00073130004323;9
535;04007817304679;14
534;00705632085943;19
533;00085239141243;10
532;00987654321098;14
531;00072030019857;4
530;00089397110172;11
529;00681492533513;6
528;09781426203251;15
527;08032817681747;3
526;00670171454546;10
525;05296849397080;15
524;00000000515306;12
523;00011110815989;2
522;00028400000031;8
521;00096619691531;20
520;00731517009162;7
519;00043000200087;11
518;00000000960083;11
517;00722252601414;12
516;00627843315353;15
515;00000029040315;17
514;00047400307308;14
513;04000388177000;5
512;00052100010595;19
511;00753656701202;6
510;09780764541872;16
509;00078742209999;1
508;00839977005028;15
507;00076344079019;13
506;00811127014340;17
505;07350015508057;12
504;08712592790024;19
503;00068647121052;12
502;08714789505145;9
501;00022700048915;15
500;00029000017269;8
499;03533631478001;17
498;09320000122061;4
497;05296849398377;9
496;00644209412006;3
495;04008400308623;13
494;07391691056715;18
493;00034700514109;19
492;00885909727827;19
491;04009932009132;2
490;00071649119156;12
489;05296849389481;13
488;00811102020236;5
487;07318690167570;4
486;00052100050201;18
485;00750343806967;15
484;00305215251002;12
483;00072323003402;4
482;07896067232620;17
481;00011110850713;7
480;07706263202627;9
479;06096849389301;5
478;00078742013718;17
477;04061458016940;13
476;04014400909043;7
475;00000042265832;2
474;04014400920444;7
473;07318690142324;17
472;07310070000293;9
471;09780062018205;12
470;00026823000560;3
469;00609332824645;11
468;00052100010922;11
467;00070074105840;8
466;04011462862095;13
465;00043182008693;16
464;04008458803774;13
463;06096849388564;3
462;07318690051664;12
461;00092325333208;14
460;00014100098959;4
459;00048001006430;3
458;06271003021055;13
457;00076114380468;3
456;00787099570057;9
455;00041333526485;8
454;00022000014764;16
453;00085464101005;18
452;00780993107565;11
451;05296849389597;20
450;00070404000081;18
449;00051000219978;18
448;00078000053463;19
447;09414942110252;10
446;03859888152113;5
445;00837991218165;6
444;07350002900031;16
443;05296849390210;1
442;00750343806707;9
441;00041498117603;13
440;00044000024611;17
439;00040000422518;17
438;00041220650095;18
437;05296849396946;10
436;00300450910608;6
435;05296849392863;5
434;00052100002569;20
433;00024463061088;13
432;07310865096197;18
431;00787099474461;7
430;00070222029189;2
429;05296849395802;14
428;00660685051140;6
427;04260337760787;8
426;00038000576300;16
425;05296849396021;4
424;00078742371047;15
423;00052100086934;2
422;00000022134561;8
421;04061458104265;13
420;00023494000059;16
419;00041196010008;14
418;05296849392641;2
417;00078073005994;5
416;00670535001089;12
415;09791186564127;2
414;00050000300624;19
413;07611612100632;5
412;00602652170508;18
411;00010300303015;11
410;00074990713646;5
409;00021130600144;16
408;00020662000026;5
407;09780399516337;12
406;00728238538156;7
405;00072250037129;14
404;05296849390579;15
403;07391835014205;6
402;00797307060720;19
401;00051500281529;6
400;00807174516852;12
399;00072030019857;10
398;00078742133119;9
397;05296849389641;8
396;00011194327859;19
395;00030100350538;14
394;00024000163008;19
393;00099482429089;4
392;00011194359317;8
391;00746876000408;8
390;05296849392948;11
389;00040000000327;3
388;00644209412808;8
387;00024300041501;20
386;00762210276650;5
385;05400141123753;13
384;09780140237504;7
383;05449000109255;7
382;00041498117801;17
381;00043000953730;1
380;00719812338811;1
379;00747599700743;9
378;07322550052715;15
377;00011284003021;18
376;00051500001622;15
375;07310867535106;11
374;00072030019857;19
373;05296849389887;3
372;05296849391125;8
371;00016000306707;2
370;04311596062621;18
369;05296849391927;13
368;00078742061085;16
367;05601036100051;9
366;05000147032068;12
365;00632181295144;16
364;05030931050084;18
363;05060057404850;3
362;08410020818981;5
361;00044000003821;13
360;04796009869125;17
359;00068647121083;6
358;00789293151506;15
357;00024100784370;6
356;00030000059500;5
355;06001299017476;2
354;00011110003560;12
353;00787099474669;4
352;00076410521305;20
351;00000000960717;8
350;00041498121488;17
349;00049022599291;13
348;00087300272221;2
347;00015300440234;2
346;00035204501985;3
345;05053526969936;5
344;00024000163053;14
343;05296849398780;20
342;00078742237053;6
341;00076344079132;4
340;00000022131621;6
339;04260337760077;15
338;00632181295151;6
337;00750343806721;6
336;00041220907304;8
335;00032251023538;16
334;00070847004707;1
333;06408430000173;1
332;04902505322716;20
331;00040232193606;1
330;00728238898175;9
329;07801610001196;9
328;06271003021055;16
327;04260516660280;11
326;04008400399324;12
325;08901810000421;14
324;07310401033693;16
323;00041498128739;18
322;00043000951170;17
321;00071142000067;9
320;00015300430594;15
319;05296849394119;20
318;05296849393150;1
317;07318690142324;13
316;00070920475158;16
315;09780140439298;17
314;08594158370877;1
313;00043000000755;17
312;08718114873305;3
311;00070670001720;10
310;00858218001087;20
309;00787099473846;12
308;03800048200571;6
307;08714789505145;15
306;00787099474447;17
305;07310100566485;12
304;00787099474690;14
303;00787099474782;3
302;00043000000755;10
301;00052000337778;19
300;00000000390453;2
299;06091188701784;19
298;00817210015300;5
297;00000022116406;19
296;00085239147238;6
295;00644209332502;15
294;00021140124456;2
293;00000022131621;2
292;00044600015941;18
291;00017000009254;2
290;00070920474502;10
289;00639277990310;18
288;00052100003320;2
287;05296849395376;2
286;00123456789012;13
285;05296849389764;2
284;05296849392429;18
283;00022174019794;16
282;09781593540036;16
281;05296849393549;13
280;00036000287905;1
279;00028000080402;2
278;00041498142438;10
277;00070972774759;14
276;00728238538064;2
275;00600180960004;8
274;00037000137474;10
273;00026000015608;14
272;05045097673497;8
271;00787099473815;2
270;04009900508476;10
269;00028400033459;15
268;00041351913977;17
267;00071758201001;12
266;00817210015300;16
265;05000462981706;7
264;00018000002108;17
263;07311770596116;4
262;05025744096879;3
261;08901058134292;19
260;00744473912322;12
259;05296849391422;14
258;05296849395208;8
257;00000022116406;13
256;05296849398414;10
255;00000042141150;8
254;00013000009683;1
253;05413548283128;19
252;05949000506714;2
251;00078742080079;10
250;07350027791850;18
249;00787099474171;11
248;05296849391767;10
247;09781403773999;20
246;00037000451129;16
245;05449000000439;5
244;06223000047248;9
243;00079893465005;7
242;00024100784370;14
241;04005900036483;13
240;07350002400333;5
239;00037600293389;18
238;00029700001667;11
237;08032879537020;15
236;00787099474027;16
235;00041220907304;7
234;09006900014858;9
233;05296849393068;15
232;07310865005168;1
231;04010355371942;3
230;00033383801537;6
229;00072036360601;18
228;00096619164950;15
227;00722252600424;8
226;05296849393655;9
225;00013562000715;12
224;00072310001992;4
223;00041498129040;3
222;05900675004738;7
221;00016000409828;13
220;00034000040476;5
219;00041270821087;14
218;07310500107882;19
217;05296849395598;6
216;05296849389788;2
215;00078742087665;11
214;00044387716000;20
213;00678112194926;3
212;08003170037427;20
211;05296849395307;18
210;07610811018380;9
209;00041303001691;6
208;00039400017233;13
207;00787099474775;16
206;00644209301126;7
205;00011110688545;18
204;04030521725010;6
203;04316268473187;18
202;00041735075635;20
201;03037928534581;7
200;00000020083847;14
199;08712592790017;20
198;00037000061991;9
197;05410358459903;4
196;05296849395529;19
195;00041498133108;7
194;05774540651965;5
193;00082592634139;7
192;05391504310623;2
191;07401005004605;17
190;00068274911620;12
189;00787099474812;5
188;00080000006738;4
187;04002566010703;10
186;00750343806790;9
185;00667526533513;12
184;04802222039297;11
183;07401005004605;15
182;00080480015305;4
181;00610370951408;2
180;05296849395475;12
179;00034000003129;20
178;08888071124007;13
177;00011110669551;2
176;00787099479473;9
175;08993560024024;8
174;08000795013126;6
173;00047171720009;4
172;00041000215179;6
171;09002490215415;15
170;00052100071282;5
169;00742158789016;6
168;08901262200196;2
167;05296849395376;7
166;05296849396762;18
165;00041498198657;16
164;00070074560823;9
163;05025324002054;13
162;00071673001113;9
161;00689860803015;13
160;05601312143185;16
159;00085239020425;6
158;00805002000375;11
157;00071429122611;3
156;00041331125390;20
155;00811102020236;14
154;07310865088505;13
153;00070404000135;4
152;00034700000558;14
151;00011194340414;15
150;05296849390142;15
149;00012000813313;20
148;00052100007380;7
147;00041498117603;11
146;04000345072287;18
145;00845973070601;15
144;00043000201190;4
143;00022400344225;12
142;00000080785705;18
141;00040100002924;8
140;05998711304430;16
139;09501066916355;10
138;00013409451328;16
137;00047600951820;6
136;00071641370012;16
135;00787099474812;11
134;00010300303015;3
133;00705194124098;17
132;00670171129857;16
131;08001090479433;6
130;00761720988183;19
129;00780993107565;17
128;00639277232687;2
127;00025000055423;6
126;05296849392085;2
125;05296849389894;14
124;00039400018841;19
123;00078742372310;3
122;05296849392672;20
121;00042400001058;15
120;00786162338006;19
119;05411681403441;1
118;05296849398629;16
117;08000380156849;9
116;00076114306000;19
115;09780262134729;19
114;03396413712249;9
113;07311631600105;13
112;04712905016043;19
111;05000184321071;4
110;06096849388700;1
109;00017000009254;20
108;05296849391088;3
107;00010900013314;5
106;00011194345204;5
105;05296849396984;18
104;05296849392214;16
103;00016571952679;12
102;07310240052046;13
101;04311596410828;11
100;00728238765101;17
99;08716458002443;14
98;00787099474621;9
97;06096849389295;1
96;09780140439298;5
95;00072785037663;14
94;00050000886104;7
93;00798936828934;1
92;07310240060157;16
91;00085239381816;3
90;00030242940284;7
89;07332952030662;5
88;05296849395536;3
87;00036000373738;1
86;06426146000249;17
85;08716309101752;7
84;00765847310032;13
83;05296849390746;20
82;00609613148859;2
81;00062338747347;19
80;00787099828226;18
79;00036800365438;16
78;00031200336309;12
77;00856579002170;13
76;07318690031598;7
75;03162050030110;2
74;05000347078859;5
73;00079933103553;18
72;09781848790056;12
71;00085239460894;7
70;00072323300341;17
69;00028400091510;4
68;05296849392221;9
67;00000022134561;9
66;00000000129725;8
65;00011152150635;19
64;05296849391286;1
63;04260328611104;15
62;00015800030119;15
61;00750343807124;9
60;00038000124891;12
59;05000159471985;16
58;00041220922154;19
57;00850832005038;20
56;05296849393235;12
55;05296849390500;19
54;00043000201404;16
53;00017817548014;16
52;00040000422549;17
51;03760142270026;8
50;08410020818981;8
49;00787099332471;18
48;00044000028541;11
47;03843274324826;7
46;05296849392689;20
45;00041224705487;3
44;00041501018958;13
43;00029000016224;20
42;05449000129420;4
41;05296849393594;12
40;00041735049308;18
39;08103950068662;10
38;00664766062094;15
37;05010123726621;4
36;00028743015969;13
35;07330242100019;5
34;07611100054713;10
33;00041220007677;19
32;05053990138708;5
31;00000000568920;3
30;00050000530625;4
29;09781862305274;16
28;00609332824645;6
27;05012035927608;11
26;08806071417486;17
25;05296849391774;14
24;00000020080563;18
23;00787099474638;11
22;00011110815989;5
21;09781936719280;14
20;00040100002924;13
19;00838562001766;12
18;05296849398889;19
17;09780201525175;10
16;00017400109516;2
15;05296849398339;19
14;00071758201285;9
13;07391691056715;19
12;00099482419271;14
11;09781450885850;9
10;00751664738098;7
9;00000084196033;13
8;05296849391774;7
7;00024000013976;10
6;05015012000318;17
5;09351089000018;2
4;07310100387523;20
3;09781495238963;3
2;05296849396113;12
1;00015100000195;18
377;00000000599412;15
168;00787099473822;13
656;00041800214501;12
890;05296849397219;9
741;00052100002118;18
195;00044000030377;20
316;00670535001089;11
379;00016000437081;4
661;09780439064866;7
423;00051933263208;15
206;05000159471985;16
619;08103115681064;15
275;00070560922456;1
61;05296849390029;2
812;07318690154952;8
15;00099482447847;13
221;05900783007867;2
884;03070900063037;2
299;00076183163764;9
682;07392691110155;19
606;05296849395659;10
503;00041220655472;1
324;00041500220208;3
290;05010003064744;15
298;09780544340688;18
63;00028400063999;6
668;00750343807247;10
336;00696859027390;12
662;07790463000107;14
556;05296849398865;1
745;00048500019047;12
510;00029700001483;10
282;05296849390517;7
215;07401005004506;15
770;06096849389202;13
493;05296849392405;6
824;00073854008089;13
538;07310865087973;7
773;08076802085851;19
177;07310867564137;13
426;00078000152401;6
412;00041735075635;7
300;00030000450185;3
816;00300410605520;1
19;00898745031393;1
892;00085239024249;14
335;00605388187239;19
681;07310861011224;12
65;05060144643193;16
393;00076397105154;20
65;05296849391811;14
351;00890000001059;7
170;00070847000037;17
476;05900951264672;10
554;00728238538224;10
738;05296849394027;2
10;00011110734983;12
398;07891150034075;9
852;00001235919662;3
173;00037600295383;8
104;00085239020029;14
540;00030100473244;17
47;00085239680209;13
405;00089125260001;12
679;00609613148835;13
687;05296849389665;13
209;00072310001626;20
369;08470009999049;7
553;05000299101209;4
324;09313501144250;3
69;09780689845079;1
868;00750343806820;8
807;00000087167160;10
557;04014400923735;3
155;00021000037278;13
792;00045496524265;13
142;03051800806191;19
329;00051500255186;8
278;00042421500028;17
87;05296849393181;2
211;05296849396908;3
305;05034660021421;19
489;05029053569543;7
824;00021130602407;11
289;05296849394072;14
126;00041800000289;7
776;00068647122080;1
29;05296849393235;8
541;07318690154952;12
509;07331964077214;7
330;00041498152536;17
167;00852697001989;3
215;09501066916362;14
386;05060122034401;9
885;00041498123369;6
415;00042100054163;19
721;00019014612604;2
784;00072879110661;7
755;00036200002506;11
344;00052100087078;15
89;05296849389757;8
681;05296849392832;10
18;00089836185143;4
114;00670171112330;8
705;00728238886516;19
119;00070522694513;12
42;00049022428553;5
632;08801116000456;20
666;00796451191007;6
888;07350002400333;4
204;00728060100088;8
251;05941035008645;19
409;00015300440357;5
574;05902891179436;14
672;07331964007099;8
702;06296849389411;3
281;00041390001055;20
479;00055325626541;13
94;00019200771825;13
713;00818609013044;18
441;09300624005377;19
567;05296849397103;17
436;04750021000188;15
31;06096849388656;16
183;00016000275690;7
339;00078000202403;2
172;00787099473983;15
112;08003510023813;7
775;05296849394652;9
271;00609613148804;16
855;00885909354405;6
734;00041498127008;18
752;06001067500056;18
735;00810395000406;16
84;04001954165018;5
654;00787099473983;19
796;00070247176349;18
542;00049000042566;10
349;05052109804206;7
135;09311043057953;15
629;00632181295151;13
420;00038000589263;13
699;07046265411697;3
648;00030000009598;1
153;05000167157413;16
192;05296849396908;17
682;00070200010635;19
515;00016000277175;2
168;04311501478653;1
721;00082242290432;5
885;00310158083511;19
576;00059642161235;5
506;05296849390623;3
117;09780393316049;9
707;05741213011579;18
382;09781849198875;14
369;00000056324419;1
373;04017100706004;10
545;09780590483797;1
564;05296849397028;10
29;08716458002443;7
601;00037000061991;3
678;05296849394003;14
449;00070038337218;2
89;00787099479565;2
468;07310865002686;16
143;06438158747012;11
50;00637405988277;12
213;00070233003444;1
555;00049022593756;2
455;00750343807063;17
438;00052100693132;1
529;08905694501111;4
398;07314873530001;19
809;05296849398919;10
374;00750343806981;4
108;00707959789146;2
180;00885909650132;6
249;00011110815989;7
58;05296849391149;9
551;00025500201887;4
270;00044300106222;17
93;00087692004356;13
186;00632181295021;7
557;00787099479541;3
824;00000029036097;1
490;00043100752141;1
263;04800010961447;19
261;00787099474300;18
888;00051500000656;13
827;07891024135105;16
775;00000020262020;5
537;07310860005859;6
698;00030034027704;8
772;00741459161743;7
290;00024600010931;5
617;00849660010086;5
400;07340083458064;18
143;03057640186158;8
213;00015800064329;11
666;00068647125050;19
189;00027434012249;4
538;09311493002985;18
389;00602652170645;14
129;00043000200070;16
293;00048121216818;11
108;07046264782224;18
832;00011110850713;15
601;00035700386000;15
367;00036200344309;9
526;00070074560823;19
704;05296849396694;17
600;08905694501111;9
37;08714789810348;11
825;00753218991126;9
723;05050083545191;9
393;09780857342515;8
382;07340083405082;20
208;07751140000667;10
750;00076808280098;3
865;05948643004748;11
303;04000388177000;3
447;05449000134264;14
721;00024000167129;13
824;05296849391668;13
230;00301871366036;10
405;00038000016615;20
689;09351089000285;3
57;09780060566104;5
394;00728238538194;10
513;00011110688545;4
263;08000500303627;11
300;09780857342515;11
226;00019356551111;9
443;07891000312704;1
73;05296849390487;12
524;05296849391125;13
67;00886860188276;11
253;00787359100079;17
110;00076114330142;18
513;08007500005544;2
150;00750343806905;15
552;05296849392979;13
704;00689858916017;15
672;00073575295003;17
140;00041500784106;8
598;00098794713046;19
458;00011110853745;10
11;00000087167160;14
6;00041789002113;4
661;00048001270688;14
65;00088395013010;3
358;00072392010417;1
242;00787099474232;18
520;00603084243761;3
710;00014113910026;5
458;00043000206546;5
847;05902078001109;20
310;00024000577454;13
173;00011110002549;1
875;00041736001602;19
750;05025970021263;4
534;05296849395048;7
53;07622210292742;1
735;00075669106219;1
848;05296849393983;5
855;07310070151209;17
459;00043000951170;14
295;07310240066128;7
151;00041508800082;8
369;00747599700743;19
794;00632181295205;6
766;07310060004317;15
733;00044800001454;5
122;00072702526430;12
517;00787099474850;8
686;05024071270372;20
70;00041789001253;16
513;00076828047022;12
436;08595013615577;17
568;05296849398872;11
443;00099482447847;4
431;09780764541872;20
508;00049022593756;14
509;05296849397462;9
477;03124480188946;12
405;00728238538170;17
850;00017000009254;12
126;00041220985777;7
311;00043396375420;7
820;08711428084887;8
194;00000000075244;1
463;00041220985777;10
430;00673419130943;6
722;07310865001818;3
649;00012000000850;15
656;05425030413067;6
31;00071429122611;6
864;00031000196240;7
377;00750343806981;2
